#{"t_start": 1755810326.851637, "env_id": "None"}
r,l,t
1038.539935,584,1604.340694
1281.249225,1000,1604.889624
880.926087,541,1605.161398
419.642009,216,1606.215626
533.549105,263,1606.354609
1172.160556,678,1606.682284
463.613119,239,1620.516805
1461.468715,822,1608.2731
1028.789081,873,1608.727544
1020.431167,588,1609.041348
759.286528,493,1610.226151
716.591651,391,1610.411852
909.207262,554,1610.69071
1286.533155,1000,1611.236597
1223.601405,969,1612.747377
1043.02682,623,1613.070289
1000.090055,593,1614.353158
1486.40312,813,1614.789839
981.354484,517,1615.049103
1257.2214,950,1616.642586
1365.833381,1000,1617.249423
887.819806,547,1617.556104
1471.864893,1000,1618.988484
942.068662,507,1619.247334
1372.481115,1000,1620.811293
1414.99381,1000,1621.330255
1138.071087,1000,1622.734226
1156.826706,1000,1623.261219
1118.315751,1000,1624.819671
412.000479,249,1624.939325
909.757735,711,1625.291441
1047.131968,1000,1640.579115
1144.210024,626,1627.208408
1101.78255,622,1627.525906
488.672716,629,1627.866608
1356.380819,1000,1629.408845
667.291487,363,1629.59438
1041.87981,926,1630.99164
1160.249135,683,1631.322761
1089.075503,1000,1645.513466
1290.690319,1000,1633.360256
1362.230191,745,1633.733791
878.208568,818,1635.173649
1002.793823,877,1635.629377
1112.453072,619,1635.973508
1046.104945,1000,1637.390187
1386.017923,1000,1637.900112
1199.633224,679,1639.258526
1016.098424,1000,1639.766081
831.234082,707,1641.064764
993.40372,602,1641.369277
1040.445464,1000,1655.586707
1360.729968,1000,1643.355533
615.092496,409,1643.573491
420.125295,220,1643.690684
1615.2662,971,1645.181145
1071.938522,845,1645.635277
470.046376,234,1645.746455
1479.166071,1000,1647.152834
465.965202,224,1647.265981
1228.93637,1000,1647.789146
1326.821389,1000,1649.308312
420.783224,237,1649.43089
465.466133,228,1649.549318
620.732604,381,1649.761322
730.977109,454,1649.996696
1013.729251,574,1651.272184
460.906068,233,1651.388161
473.435866,246,1651.511006
1266.221173,1000,1652.0535
549.361528,250,1652.175638
354.485743,192,1653.180132
759.329936,470,1653.398212
1092.33227,605,1653.689688
934.128906,562,1653.959325
418.399601,220,1654.063679
443.226329,234,1655.224556
1223.926105,1000,1655.72023
627.068482,387,1655.909718
1252.883336,1000,1657.349445
790.870909,526,1657.595509
735.379541,459,1657.815346
421.899474,227,1657.922327
768.071892,509,1659.170155
1125.202838,659,1659.493137
1084.015879,637,1659.801549
1269.417769,713,1661.087287
393.985209,201,1661.17722
1389.393304,1000,1661.686432
1308.260213,781,1675.745678
1003.4747,589,1663.228501
506.20128,250,1663.356752
428.031455,212,1663.466266
1241.011063,959,1663.938229
683.525493,380,1665.077931
462.86236,235,1665.188094
639.684974,399,1665.38003
313.628533,184,1665.466844
436.617755,215,1665.595467
382.578562,193,1665.699028
432.032621,214,1665.798375
412.888489,207,1665.901812
400.934078,195,1667.088605
470.931483,245,1667.206961
739.670091,435,1667.412933
356.98242,200,1667.512733
417.466667,213,1667.615341
464.785757,233,1667.741358
745.571214,479,1667.974982
